User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Height_m,BMI,BMI_Category,Age_Group,Workout_Intensity
12522065,female,23,154.0,51.0,9.0,91.0,39.7,41.0,1.54,21.504469556417607,Normal,Young,Low
11433522,female,63,171.0,70.0,12.0,87.0,39.8,55.0,1.71,23.938989774631512,Normal,Senior,Low
14472017,female,53,169.0,67.0,7.0,85.0,39.4,30.0,1.69,23.458562375266975,Normal,Senior,Low
19431944,male,27,181.0,83.0,14.0,88.0,40.2,45.0,1.81,25.33500198406642,Overweight,Adult,Low
13303543,female,28,176.0,66.0,6.0,86.0,39.6,23.0,1.76,21.306818181818183,Normal,Adult,Low
10633705,male,46,188.0,91.0,19.0,104.0,40.3,127.0,1.88,25.746944318696244,Overweight,Senior,Moderate
16014607,female,63,145.0,52.0,22.0,94.0,40.8,123.0,1.45,24.732461355529132,Normal,Senior,Low
15149698,male,20,199.0,98.0,30.0,104.0,41.0,168.0,1.99,24.74684982702457,Normal,Young,Moderate
13882622,male,25,200.0,103.0,24.0,103.0,40.8,139.0,2.0,25.75,Overweight,Adult,Moderate
16438064,female,62,163.0,62.0,3.0,84.0,38.3,13.0,1.63,23.335466144755166,Normal,Senior,Low
12804422,male,43,169.0,73.0,21.0,104.0,40.6,129.0,1.69,25.55932915514163,Overweight,Senior,Moderate
10654757,male,75,190.0,98.0,26.0,103.0,40.9,210.0,1.9,27.146814404432135,Overweight,Senior,Moderate
12788936,male,43,183.0,83.0,25.0,99.0,41.1,141.0,1.83,24.78425751739377,Normal,Senior,Low
16695436,female,41,169.0,65.0,22.0,100.0,40.8,124.0,1.69,22.758306781975424,Normal,Senior,Moderate
15431625,male,79,184.0,87.0,5.0,87.0,39.1,28.0,1.84,25.697069943289225,Overweight,Senior,Low
14395577,male,20,169.0,75.0,5.0,87.0,38.6,13.0,1.69,26.25958474843318,Overweight,Young,Low
16026910,male,29,169.0,74.0,26.0,105.0,40.7,147.0,1.69,25.909456951787405,Overweight,Adult,Moderate
13419591,female,71,158.0,62.0,16.0,100.0,40.6,99.0,1.58,24.83576349943919,Normal,Senior,Moderate
10439176,female,32,182.0,77.0,4.0,81.0,38.8,13.0,1.82,23.24598478444632,Normal,Adult,Low
10539993,female,74,161.0,59.0,7.0,89.0,39.3,36.0,1.61,22.76146753597469,Normal,Senior,Low
15777808,female,50,172.0,68.0,25.0,101.0,40.8,147.0,1.72,22.985397512168742,Normal,Senior,Moderate
17886937,female,20,153.0,52.0,14.0,102.0,40.4,79.0,1.53,22.21367849972233,Normal,Young,Moderate
10327320,male,61,194.0,92.0,24.0,99.0,40.5,160.0,1.94,24.444680624933575,Normal,Senior,Low
11956200,female,65,148.0,54.0,13.0,85.0,40.3,60.0,1.48,24.653031409788166,Normal,Senior,Low
18853314,female,35,170.0,69.0,14.0,97.0,40.3,72.0,1.7,23.87543252595156,Normal,Adult,Low
12151296,male,37,168.0,68.0,25.0,97.0,41.1,118.0,1.68,24.092970521541954,Normal,Adult,Low
13687243,female,34,185.0,75.0,14.0,93.0,40.0,65.0,1.85,21.913805697589478,Normal,Adult,Low
10493663,male,57,176.0,76.0,23.0,101.0,40.9,148.0,1.76,24.535123966942148,Normal,Senior,Moderate
18273470,male,73,204.0,103.0,17.0,101.0,39.9,133.0,2.04,24.750096116878122,Normal,Senior,Moderate
11448670,male,54,179.0,75.0,30.0,108.0,40.7,220.0,1.79,23.40750912892856,Normal,Senior,Moderate
18011705,male,46,184.0,85.0,16.0,96.0,40.5,86.0,1.84,25.10633270321361,Overweight,Senior,Low
11050843,male,69,198.0,101.0,23.0,109.0,40.6,202.0,1.98,25.762677277828793,Overweight,Senior,Moderate
11396322,female,44,172.0,61.0,5.0,82.0,38.9,19.0,1.72,20.61925365062196,Normal,Senior,Low
16289546,female,71,162.0,61.0,21.0,102.0,40.6,135.0,1.62,23.243408017070564,Normal,Senior,Moderate
12770387,male,37,206.0,111.0,20.0,98.0,40.3,116.0,2.06,26.157036478461684,Overweight,Adult,Low
14222177,male,26,199.0,104.0,24.0,98.0,40.8,123.0,1.99,26.261963081740358,Overweight,Adult,Low
19287279,female,71,178.0,77.0,16.0,100.0,40.1,96.0,1.78,24.302487059714682,Normal,Senior,Moderate
10914233,female,54,171.0,68.0,6.0,82.0,39.2,23.0,1.71,23.25501863821347,Normal,Senior,Low
14534591,male,64,185.0,92.0,9.0,82.0,39.6,38.0,1.85,26.880934989043094,Overweight,Senior,Low
19373928,female,44,166.0,65.0,6.0,83.0,39.2,23.0,1.66,23.588329220496444,Normal,Senior,Low
15917218,female,58,159.0,57.0,21.0,106.0,40.4,141.0,1.59,22.54657648036074,Normal,Senior,Moderate
12155209,female,26,156.0,56.0,20.0,98.0,40.1,106.0,1.56,23.011176857330703,Normal,Adult,Low
15914449,female,30,155.0,55.0,10.0,83.0,39.7,38.0,1.55,22.892819979188342,Normal,Adult,Low
12132331,male,43,211.0,113.0,7.0,81.0,39.4,25.0,2.11,25.3812807439186,Overweight,Senior,Low
10757752,male,21,187.0,88.0,12.0,97.0,39.9,52.0,1.87,25.165146272412706,Overweight,Young,Low
11587016,male,26,189.0,91.0,6.0,87.0,39.0,19.0,1.89,25.475210660395845,Overweight,Adult,Low
11039991,male,31,201.0,97.0,19.0,101.0,40.4,107.0,2.01,24.009306700329205,Normal,Adult,Moderate
19054236,female,54,159.0,57.0,26.0,102.0,41.1,161.0,1.59,22.54657648036074,Normal,Senior,Moderate
16208802,male,64,188.0,84.0,20.0,102.0,40.4,142.0,1.88,23.766410140334994,Normal,Senior,Moderate
19742571,female,46,179.0,73.0,5.0,85.0,39.1,20.0,1.79,22.783308885490467,Normal,Senior,Low
18320121,female,77,173.0,77.0,7.0,82.0,39.4,29.0,1.73,25.727555214006482,Overweight,Senior,Low
10953410,female,54,167.0,65.0,1.0,80.0,37.6,4.0,1.67,23.306680053067517,Normal,Senior,Low
13771544,male,34,183.0,81.0,5.0,77.0,39.4,9.0,1.83,24.187046492878256,Normal,Adult,Low
14784475,female,51,172.0,73.0,3.0,77.0,38.8,10.0,1.72,24.675500270416443,Normal,Senior,Low
15346451,female,66,158.0,52.0,25.0,96.0,40.8,146.0,1.58,20.82999519307803,Normal,Senior,Low
16741713,male,32,187.0,87.0,2.0,83.0,38.2,6.0,1.87,24.879178701135288,Normal,Adult,Low
16652577,male,29,175.0,76.0,22.0,109.0,40.4,139.0,1.75,24.816326530612244,Normal,Adult,Moderate
12121222,male,24,179.0,83.0,22.0,105.0,40.4,124.0,1.79,25.90431010268094,Overweight,Young,Moderate
10429031,female,63,172.0,69.0,24.0,101.0,40.7,146.0,1.72,23.323418063818284,Normal,Senior,Moderate
16556201,female,45,167.0,70.0,6.0,86.0,39.3,25.0,1.67,25.099501595611173,Overweight,Senior,Low
14304052,female,24,175.0,66.0,17.0,93.0,40.5,78.0,1.75,21.551020408163264,Normal,Young,Low
16654017,female,73,162.0,61.0,27.0,99.0,40.7,166.0,1.62,23.243408017070564,Normal,Senior,Low
13368690,male,22,180.0,77.0,6.0,81.0,39.3,11.0,1.8,23.76543209876543,Normal,Young,Low
14026545,female,61,160.0,60.0,3.0,88.0,38.5,14.0,1.6,23.437499999999996,Normal,Senior,Low
18153224,male,48,184.0,82.0,15.0,96.0,40.2,81.0,1.84,24.22022684310019,Normal,Senior,Low
16174483,male,74,185.0,93.0,9.0,89.0,39.7,52.0,1.85,27.173119065010955,Overweight,Senior,Low
17492258,female,26,162.0,56.0,21.0,101.0,40.5,118.0,1.62,21.338210638622158,Normal,Adult,Moderate
19614585,male,40,176.0,78.0,19.0,103.0,40.4,114.0,1.76,25.180785123966942,Overweight,Senior,Moderate
18777930,female,28,163.0,63.0,23.0,106.0,40.7,140.0,1.63,23.711844630960897,Normal,Adult,Moderate
19614404,female,61,158.0,62.0,2.0,79.0,38.2,8.0,1.58,24.83576349943919,Normal,Senior,Low
12163871,male,48,187.0,87.0,1.0,70.0,37.7,2.0,1.87,24.879178701135288,Normal,Senior,Low
19119756,female,36,157.0,54.0,26.0,105.0,40.6,162.0,1.57,21.907582457706194,Normal,Adult,Moderate
10866924,female,65,165.0,65.0,14.0,94.0,39.9,76.0,1.65,23.875114784205696,Normal,Senior,Low
19535672,male,55,190.0,93.0,14.0,97.0,40.2,86.0,1.9,25.761772853185597,Overweight,Senior,Low
14057358,male,69,203.0,107.0,24.0,111.0,41.3,221.0,2.03,25.965201776311005,Overweight,Senior,Moderate
13117579,male,30,165.0,69.0,13.0,92.0,39.9,47.0,1.65,25.344352617079892,Overweight,Adult,Low
12051724,female,24,182.0,71.0,30.0,106.0,41.0,177.0,1.82,21.434609346697258,Normal,Young,Moderate
11597153,female,61,163.0,65.0,19.0,92.0,40.6,98.0,1.63,24.46460160337235,Normal,Senior,Low
12958377,male,57,208.0,113.0,29.0,116.0,41.0,276.0,2.08,26.118713017751478,Overweight,Senior,Moderate
18059709,female,50,179.0,73.0,17.0,100.0,40.0,97.0,1.79,22.783308885490467,Normal,Senior,Moderate
14056325,male,78,174.0,77.0,28.0,105.0,40.8,226.0,1.74,25.43268595587264,Overweight,Senior,Moderate
19724958,female,50,162.0,62.0,15.0,98.0,40.0,84.0,1.62,23.624447492760247,Normal,Senior,Low
16886392,male,72,194.0,98.0,29.0,111.0,40.8,266.0,1.94,26.03889892655968,Overweight,Senior,Moderate
15568308,male,51,202.0,105.0,7.0,86.0,39.6,32.0,2.02,25.732771296931674,Overweight,Senior,Low
10770371,female,21,174.0,73.0,3.0,93.0,38.2,13.0,1.74,24.111507464658473,Normal,Young,Low
15168576,female,21,138.0,44.0,13.0,97.0,40.0,68.0,1.38,23.104389834068478,Normal,Young,Low
15105311,female,25,185.0,79.0,27.0,90.0,40.7,111.0,1.85,23.08254200146092,Normal,Adult,Low
16303342,female,27,170.0,66.0,9.0,94.0,39.8,43.0,1.7,22.837370242214536,Normal,Adult,Low
18663752,male,50,195.0,94.0,29.0,104.0,40.9,202.0,1.95,24.720578566732414,Normal,Senior,Moderate
11666208,female,21,158.0,57.0,17.0,96.0,40.4,85.0,1.58,22.832879346258608,Normal,Young,Low
11368510,male,35,197.0,100.0,16.0,106.0,40.3,107.0,1.97,25.76721894405937,Overweight,Adult,Moderate
12424830,male,52,167.0,74.0,11.0,98.0,39.7,63.0,1.67,26.533758829646096,Overweight,Senior,Low
19049706,male,29,190.0,93.0,13.0,90.0,39.8,50.0,1.9,25.761772853185597,Overweight,Adult,Low
14798386,female,24,167.0,62.0,18.0,108.0,40.5,112.0,1.67,22.230987127541326,Normal,Young,Moderate
12675600,male,24,205.0,110.0,5.0,78.0,39.0,11.0,2.05,26.17489589530042,Overweight,Young,Low
18680931,female,39,156.0,59.0,26.0,104.0,40.7,159.0,1.56,24.243918474687703,Normal,Adult,Moderate
15737831,male,30,184.0,86.0,29.0,107.0,40.8,182.0,1.84,25.401701323251416,Overweight,Adult,Moderate
16788844,male,44,177.0,77.0,16.0,91.0,40.5,69.0,1.77,24.577867151840145,Normal,Senior,Low
15635372,male,71,193.0,98.0,24.0,99.0,40.9,175.0,1.93,26.309431125667803,Overweight,Senior,Low
17008515,male,33,180.0,82.0,3.0,83.0,39.0,8.0,1.8,25.30864197530864,Overweight,Adult,Low
12663057,female,23,161.0,60.0,26.0,112.0,40.5,174.0,1.61,23.147255121330193,Normal,Young,Moderate
10384770,female,37,194.0,81.0,7.0,81.0,39.4,23.0,1.94,21.521947071952386,Normal,Adult,Low
12328096,female,26,163.0,57.0,20.0,92.0,40.8,93.0,1.63,21.453573713726524,Normal,Adult,Low
13018937,female,25,164.0,62.0,4.0,86.0,38.8,16.0,1.64,23.051754907792983,Normal,Adult,Low
18849126,female,52,170.0,64.0,8.0,88.0,39.8,37.0,1.7,22.145328719723185,Normal,Senior,Low
16408479,male,61,185.0,85.0,2.0,73.0,38.2,5.0,1.85,24.835646457268076,Normal,Senior,Low
13589867,female,35,167.0,63.0,20.0,103.0,40.4,118.0,1.67,22.589551436050055,Normal,Adult,Moderate
13130803,male,26,197.0,101.0,3.0,86.0,38.5,10.0,1.97,26.02489113349996,Overweight,Adult,Low
16894712,female,33,167.0,65.0,16.0,92.0,40.1,74.0,1.67,23.306680053067517,Normal,Adult,Low
18089110,male,48,199.0,103.0,15.0,96.0,40.3,88.0,1.99,26.009444205954395,Overweight,Senior,Low
10155559,male,20,176.0,80.0,18.0,101.0,40.4,86.0,1.76,25.826446280991735,Overweight,Young,Moderate
18607938,female,73,190.0,91.0,18.0,103.0,40.1,111.0,1.9,25.207756232686982,Overweight,Senior,Moderate
10846576,male,27,158.0,65.0,9.0,87.0,39.4,24.0,1.58,26.037493991347535,Overweight,Adult,Low
14421345,female,42,155.0,57.0,22.0,110.0,40.6,151.0,1.55,23.725286160249738,Normal,Senior,Moderate
16716471,male,38,181.0,82.0,24.0,101.0,40.9,136.0,1.81,25.029760996306585,Overweight,Adult,Moderate
18970960,male,36,195.0,100.0,4.0,77.0,39.0,9.0,1.95,26.298487836949377,Overweight,Adult,Low
10224390,male,69,177.0,76.0,15.0,102.0,40.3,108.0,1.77,24.258674071946118,Normal,Senior,Moderate
15934903,male,21,197.0,89.0,9.0,83.0,39.8,21.0,1.97,22.932824860212836,Normal,Young,Low
13854199,female,53,167.0,69.0,30.0,110.0,41.0,206.0,1.67,24.740937287102444,Normal,Senior,Moderate
16044841,male,26,187.0,84.0,17.0,104.0,40.3,95.0,1.87,24.021275987303035,Normal,Adult,Moderate
18716245,female,28,139.0,42.0,9.0,93.0,40.0,45.0,1.39,21.738005279229856,Normal,Adult,Low
10365426,female,23,172.0,65.0,26.0,108.0,40.6,161.0,1.72,21.971335857220122,Normal,Young,Moderate
10157076,female,64,176.0,74.0,6.0,97.0,39.1,34.0,1.76,23.889462809917354,Normal,Senior,Low
18316902,female,47,166.0,64.0,21.0,107.0,40.6,137.0,1.66,23.225431847873423,Normal,Senior,Moderate
14533728,male,50,193.0,99.0,3.0,81.0,38.3,11.0,1.93,26.577894708582782,Overweight,Senior,Low
10030155,female,49,185.0,79.0,27.0,102.0,41.2,157.0,1.85,23.08254200146092,Normal,Senior,Moderate
13999064,female,28,161.0,58.0,21.0,100.0,40.4,116.0,1.61,22.375679950619187,Normal,Adult,Moderate
19583303,female,24,171.0,64.0,13.0,89.0,39.8,54.0,1.71,21.887076365377382,Normal,Young,Low
17689475,female,33,140.0,45.0,12.0,90.0,39.5,57.0,1.4,22.95918367346939,Normal,Adult,Low
16642813,female,72,165.0,69.0,4.0,86.0,38.7,19.0,1.65,25.344352617079892,Overweight,Senior,Low
12736185,male,60,192.0,98.0,10.0,91.0,39.8,56.0,1.92,26.58420138888889,Overweight,Senior,Low
14706546,female,51,168.0,66.0,11.0,84.0,40.1,45.0,1.68,23.384353741496604,Normal,Senior,Low
14022979,male,75,188.0,96.0,21.0,103.0,40.4,169.0,1.88,27.16161158895428,Overweight,Senior,Moderate
12792706,male,47,187.0,95.0,12.0,90.0,40.4,57.0,1.87,27.166919271354622,Overweight,Senior,Low
15420566,female,46,170.0,69.0,26.0,103.0,40.6,156.0,1.7,23.87543252595156,Normal,Senior,Moderate
17557831,female,37,159.0,62.0,9.0,89.0,39.6,40.0,1.59,24.524346347059055,Normal,Adult,Low
14312118,male,30,194.0,91.0,26.0,112.0,40.7,185.0,1.94,24.178977574662557,Normal,Adult,Moderate
18857418,female,56,149.0,49.0,14.0,92.0,40.1,74.0,1.49,22.071077879374805,Normal,Senior,Low
12764118,male,40,172.0,69.0,16.0,102.0,40.3,90.0,1.72,23.323418063818284,Normal,Senior,Moderate
12226404,female,26,170.0,63.0,22.0,106.0,40.4,133.0,1.7,21.79930795847751,Normal,Adult,Moderate
16250058,female,45,170.0,62.0,8.0,86.0,39.4,34.0,1.7,21.453287197231838,Normal,Senior,Low
17554153,male,41,200.0,103.0,18.0,103.0,40.5,118.0,2.0,25.75,Overweight,Senior,Moderate
15880408,female,23,143.0,45.0,4.0,91.0,39.3,19.0,1.43,22.005966061910122,Normal,Young,Low
11492514,male,49,171.0,71.0,27.0,107.0,40.8,185.0,1.71,24.280975342840534,Normal,Senior,Moderate
17615160,female,23,161.0,55.0,3.0,83.0,38.3,11.0,1.61,21.218317194552675,Normal,Young,Low
17418995,female,25,168.0,66.0,9.0,91.0,39.7,39.0,1.68,23.384353741496604,Normal,Adult,Low
17850748,male,53,179.0,78.0,20.0,93.0,40.8,102.0,1.79,24.343809494085704,Normal,Senior,Low
17227640,male,43,193.0,92.0,13.0,104.0,40.0,85.0,1.93,24.69864962817794,Normal,Senior,Moderate
17261510,female,37,161.0,57.0,3.0,78.0,38.7,10.0,1.61,21.98989236526368,Normal,Adult,Low
14524071,female,34,160.0,63.0,29.0,119.0,41.3,220.0,1.6,24.609374999999996,Normal,Adult,Moderate
18687349,female,55,160.0,62.0,19.0,95.0,40.7,103.0,1.6,24.218749999999996,Normal,Senior,Low
14376196,male,32,186.0,86.0,3.0,80.0,38.5,7.0,1.86,24.858365128916635,Normal,Adult,Low
17974635,male,53,179.0,79.0,9.0,86.0,39.7,37.0,1.79,24.65590961580475,Normal,Senior,Low
13412913,female,33,178.0,72.0,9.0,89.0,39.9,38.0,1.78,22.724403484408533,Normal,Adult,Low
16333560,male,20,189.0,92.0,28.0,108.0,40.9,170.0,1.89,25.755158030290307,Overweight,Young,Moderate
11793437,female,22,173.0,73.0,7.0,85.0,39.1,25.0,1.73,24.3910588392529,Normal,Young,Low
18752018,male,47,167.0,74.0,18.0,103.0,40.0,112.0,1.67,26.533758829646096,Overweight,Senior,Moderate
11813226,female,35,160.0,58.0,2.0,77.0,38.2,6.0,1.6,22.656249999999996,Normal,Adult,Low
17124674,male,20,190.0,86.0,22.0,103.0,40.7,114.0,1.9,23.822714681440445,Normal,Young,Moderate
11694485,female,31,149.0,48.0,7.0,87.0,39.8,30.0,1.49,21.620647718571234,Normal,Adult,Low
19896929,female,42,178.0,72.0,23.0,104.0,40.6,138.0,1.78,22.724403484408533,Normal,Senior,Moderate
19318419,male,57,192.0,97.0,17.0,96.0,40.4,105.0,1.92,26.31293402777778,Overweight,Senior,Low
16901819,male,37,185.0,85.0,10.0,90.0,39.6,40.0,1.85,24.835646457268076,Normal,Adult,Low
11963924,female,70,179.0,80.0,22.0,105.0,40.5,143.0,1.79,24.968009737523797,Normal,Senior,Moderate
19713379,male,31,183.0,81.0,8.0,78.0,39.7,15.0,1.83,24.187046492878256,Normal,Adult,Low
14500931,male,30,197.0,95.0,12.0,91.0,40.2,49.0,1.97,24.478857996856398,Normal,Adult,Low
15467028,male,61,169.0,75.0,24.0,106.0,41.1,177.0,1.69,26.25958474843318,Overweight,Senior,Moderate
12450308,female,35,159.0,63.0,19.0,92.0,40.4,90.0,1.59,24.919900320398717,Normal,Adult,Low
18375383,female,67,167.0,63.0,12.0,89.0,40.0,59.0,1.67,22.589551436050055,Normal,Senior,Low
18097581,male,72,187.0,83.0,24.0,105.0,40.8,190.0,1.87,23.735308416025617,Normal,Senior,Moderate
15891252,female,25,175.0,73.0,10.0,86.0,39.8,38.0,1.75,23.836734693877553,Normal,Adult,Low
17694353,female,60,169.0,64.0,16.0,98.0,40.2,93.0,1.69,22.40817898532965,Normal,Senior,Low
18690190,male,23,186.0,93.0,19.0,108.0,40.2,118.0,1.86,26.881720430107524,Overweight,Young,Moderate
18729355,female,67,154.0,58.0,9.0,92.0,39.9,48.0,1.54,24.456063417102378,Normal,Senior,Low
17062945,female,49,164.0,62.0,2.0,84.0,38.5,8.0,1.64,23.051754907792983,Normal,Senior,Low
18331538,female,30,163.0,64.0,14.0,89.0,40.4,60.0,1.63,24.088223117166624,Normal,Adult,Low
15482868,female,66,145.0,52.0,24.0,110.0,40.5,176.0,1.45,24.732461355529132,Normal,Senior,Moderate
14078000,female,32,182.0,81.0,4.0,92.0,39.1,18.0,1.82,24.453568409612362,Normal,Adult,Low
18094630,male,38,171.0,76.0,25.0,101.0,40.9,138.0,1.71,25.990903183885642,Overweight,Adult,Moderate
15863427,male,24,187.0,85.0,9.0,75.0,39.9,10.0,1.87,24.307243558580453,Normal,Young,Low
13055947,female,29,173.0,66.0,19.0,92.0,40.4,87.0,1.73,22.052190183434128,Normal,Adult,Low
18242911,female,32,162.0,63.0,14.0,88.0,39.9,59.0,1.62,24.005486968449926,Normal,Adult,Low
12161877,male,56,182.0,86.0,20.0,105.0,40.7,144.0,1.82,25.963047941069917,Overweight,Senior,Moderate
10315717,female,67,155.0,56.0,4.0,74.0,39.0,14.0,1.55,23.309053069719038,Normal,Senior,Low
14551120,female,44,168.0,67.0,19.0,81.0,40.5,69.0,1.68,23.738662131519277,Normal,Senior,Low
12071382,female,60,158.0,59.0,4.0,77.0,38.6,14.0,1.58,23.634033007530842,Normal,Senior,Low
13327512,male,36,196.0,103.0,10.0,99.0,39.7,57.0,1.96,26.81174510620575,Overweight,Adult,Low
11917056,female,69,138.0,44.0,22.0,102.0,40.4,146.0,1.38,23.104389834068478,Normal,Senior,Moderate
11702556,female,24,164.0,61.0,16.0,81.0,40.0,54.0,1.64,22.679952409280194,Normal,Young,Low
12832993,female,45,168.0,60.0,12.0,83.0,40.0,48.0,1.68,21.258503401360546,Normal,Senior,Low
11611546,male,20,200.0,94.0,25.0,103.0,40.7,134.0,2.0,23.5,Normal,Young,Moderate
18923889,male,28,180.0,81.0,28.0,108.0,41.2,174.0,1.8,25.0,Overweight,Adult,Moderate
11280125,male,57,197.0,93.0,2.0,82.0,38.4,8.0,1.97,23.963513617975213,Normal,Senior,Low
10170142,male,55,182.0,87.0,12.0,95.0,39.8,68.0,1.82,26.26494384736143,Overweight,Senior,Low
13092174,female,53,150.0,54.0,15.0,86.0,40.2,68.0,1.5,24.0,Normal,Senior,Low
19810935,male,40,186.0,92.0,23.0,105.0,40.8,151.0,1.86,26.59266967279454,Overweight,Senior,Moderate
18365578,female,55,184.0,73.0,16.0,97.0,40.1,87.0,1.84,21.561909262759922,Normal,Senior,Low
15996193,male,49,187.0,86.0,11.0,90.0,39.8,51.0,1.87,24.59321112985787,Normal,Senior,Low
14680690,female,45,174.0,77.0,15.0,97.0,40.4,78.0,1.74,25.43268595587264,Overweight,Senior,Low
16196279,male,56,190.0,95.0,5.0,82.0,39.0,20.0,1.9,26.315789473684212,Overweight,Senior,Low
14478823,male,32,151.0,58.0,19.0,99.0,40.6,87.0,1.51,25.437480812245077,Overweight,Adult,Low
13074169,male,33,189.0,88.0,10.0,90.0,39.7,39.0,1.89,24.635368550712467,Normal,Adult,Low
10067456,female,39,169.0,62.0,29.0,113.0,41.0,204.0,1.69,21.707923392038097,Normal,Adult,Moderate
18327253,male,24,190.0,92.0,13.0,91.0,40.0,48.0,1.9,25.48476454293629,Overweight,Young,Low
18411334,male,26,197.0,99.0,30.0,118.0,41.1,240.0,1.97,25.509546754618775,Overweight,Adult,Moderate
15883945,male,24,173.0,70.0,1.0,79.0,37.7,1.0,1.73,23.38868655818771,Normal,Young,Low
16359045,male,34,170.0,68.0,23.0,103.0,40.5,126.0,1.7,23.529411764705884,Normal,Adult,Moderate
19090637,male,44,186.0,86.0,13.0,101.0,40.0,79.0,1.86,24.858365128916635,Normal,Senior,Moderate
13725013,male,28,186.0,78.0,19.0,91.0,40.2,68.0,1.86,22.54595907041276,Normal,Adult,Low
14103375,female,32,149.0,49.0,15.0,93.0,40.3,74.0,1.49,22.071077879374805,Normal,Adult,Low
19855548,male,21,189.0,90.0,23.0,103.0,40.9,122.0,1.89,25.195263290501387,Overweight,Young,Moderate
13566344,male,55,195.0,100.0,21.0,100.0,40.9,141.0,1.95,26.298487836949377,Overweight,Senior,Moderate
18809970,female,78,179.0,80.0,21.0,100.0,40.8,128.0,1.79,24.968009737523797,Normal,Senior,Moderate
13912212,male,31,193.0,97.0,9.0,94.0,39.7,41.0,1.93,26.040967542752828,Overweight,Adult,Low
17984882,male,22,188.0,85.0,3.0,87.0,38.2,9.0,1.88,24.049343594386603,Normal,Young,Low
13538652,female,56,177.0,76.0,11.0,86.0,39.6,47.0,1.77,24.258674071946118,Normal,Senior,Low
12370784,male,36,171.0,75.0,13.0,90.0,40.3,49.0,1.71,25.64891761567662,Overweight,Adult,Low
15718541,female,27,146.0,49.0,22.0,98.0,40.5,119.0,1.46,22.987427284668797,Normal,Adult,Low
11731299,female,54,179.0,72.0,28.0,110.0,40.9,192.0,1.79,22.47120876377142,Normal,Senior,Moderate
12627486,male,23,190.0,95.0,27.0,104.0,40.5,153.0,1.9,26.315789473684212,Overweight,Young,Moderate
17091336,male,21,175.0,71.0,3.0,88.0,38.7,8.0,1.75,23.183673469387756,Normal,Young,Low
16028391,male,25,176.0,75.0,21.0,102.0,40.4,106.0,1.76,24.212293388429753,Normal,Adult,Moderate
17714687,female,76,174.0,69.0,12.0,86.0,39.9,57.0,1.74,22.79032897344431,Normal,Senior,Low
16077223,female,31,157.0,58.0,24.0,104.0,40.4,144.0,1.57,23.53036634346221,Normal,Adult,Moderate
13568528,male,67,177.0,77.0,3.0,77.0,38.3,10.0,1.77,24.577867151840145,Normal,Senior,Low
19021959,male,64,184.0,87.0,12.0,89.0,40.0,63.0,1.84,25.697069943289225,Overweight,Senior,Low
15760196,male,39,203.0,103.0,2.0,74.0,38.2,4.0,2.03,24.994540027663867,Normal,Adult,Low
19884130,female,21,153.0,56.0,29.0,115.0,40.9,204.0,1.53,23.92242299970097,Normal,Young,Moderate
10684961,male,26,184.0,86.0,8.0,96.0,39.4,35.0,1.84,25.401701323251416,Overweight,Adult,Low
16689737,female,27,172.0,69.0,24.0,104.0,41.0,138.0,1.72,23.323418063818284,Normal,Adult,Moderate
19926530,male,20,183.0,87.0,25.0,106.0,40.1,141.0,1.83,25.97867956642479,Overweight,Young,Moderate
13774084,male,77,170.0,74.0,24.0,107.0,40.8,199.0,1.7,25.605536332179934,Overweight,Senior,Moderate
19121335,female,31,168.0,69.0,6.0,86.0,39.0,24.0,1.68,24.44727891156463,Normal,Adult,Low
15484767,male,42,180.0,83.0,28.0,114.0,40.8,219.0,1.8,25.61728395061728,Overweight,Senior,Moderate
14933337,female,21,169.0,64.0,24.0,104.0,41.0,138.0,1.69,22.40817898532965,Normal,Young,Moderate
14710903,female,27,163.0,60.0,4.0,82.0,38.7,14.0,1.63,22.582709172343712,Normal,Adult,Low
18733738,female,26,144.0,44.0,15.0,88.0,40.2,66.0,1.44,21.219135802469136,Normal,Adult,Low
14472759,female,30,142.0,52.0,30.0,104.0,40.9,182.0,1.42,25.788534021027573,Overweight,Adult,Moderate
12441066,female,59,155.0,55.0,20.0,96.0,40.4,113.0,1.55,22.892819979188342,Normal,Senior,Low
10027237,male,30,181.0,79.0,10.0,95.0,40.1,43.0,1.81,24.114038033027075,Normal,Adult,Low
16442004,female,27,167.0,63.0,15.0,104.0,40.2,88.0,1.67,22.589551436050055,Normal,Adult,Moderate
17216441,male,30,185.0,87.0,10.0,87.0,39.7,33.0,1.85,25.420014609203797,Overweight,Adult,Low
15744005,female,26,163.0,62.0,15.0,97.0,40.2,77.0,1.63,23.335466144755166,Normal,Adult,Low
10194818,female,60,161.0,64.0,21.0,100.0,40.3,126.0,1.61,24.690405462752206,Normal,Senior,Moderate
17472819,female,76,151.0,55.0,27.0,112.0,40.5,207.0,1.51,24.121749046094468,Normal,Senior,Moderate
17153960,female,48,158.0,54.0,4.0,91.0,38.9,20.0,1.58,21.63114885435026,Normal,Senior,Low
15711049,male,28,168.0,75.0,25.0,101.0,40.9,126.0,1.68,26.573129251700685,Overweight,Adult,Moderate
10888484,female,20,170.0,59.0,6.0,83.0,39.3,21.0,1.7,20.41522491349481,Normal,Young,Low
14890041,female,30,167.0,66.0,27.0,99.0,40.9,144.0,1.67,23.66524436157625,Normal,Adult,Low
