Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Height_m,BMI,Gender_male,BMI_Category_Overweight,Age_Group_Senior,Age_Group_Young,Workout_Intensity_Moderate
77,186.0,93.0,29.0,102.0,40.8,230.0,1.86,26.881720430107524,True,True,True,False,True
43,148.0,52.0,29.0,108.0,40.5,195.0,1.48,23.73995617238861,False,False,True,False,True
37,193.0,95.0,8.0,84.0,39.8,27.0,1.93,25.50404037692287,True,True,False,False,False
34,172.0,75.0,8.0,94.0,39.3,34.0,1.72,25.351541373715524,True,True,False,False,False
23,185.0,88.0,8.0,91.0,39.6,29.0,1.85,25.712198685171657,True,True,False,True,False
43,190.0,96.0,11.0,98.0,39.7,63.0,1.9,26.59279778393352,True,True,True,False,False
56,158.0,58.0,24.0,104.0,40.2,154.0,1.58,23.233456176894723,False,False,True,False,True
41,176.0,77.0,4.0,94.0,38.6,19.0,1.76,24.857954545454547,False,False,True,False,False
70,198.0,108.0,9.0,85.0,39.8,48.0,1.98,27.548209366391184,True,True,True,False,False
27,158.0,56.0,25.0,97.0,40.9,130.0,1.58,22.43230251562249,False,False,False,False,False
21,200.0,98.0,29.0,111.0,40.7,194.0,2.0,24.5,True,False,False,True,True
53,151.0,60.0,20.0,96.0,40.5,110.0,1.51,26.314635323012148,False,True,True,False,False
32,192.0,92.0,19.0,102.0,40.6,109.0,1.92,24.95659722222222,True,False,False,False,True
30,181.0,81.0,9.0,97.0,39.8,42.0,1.81,24.724520008546747,True,False,False,False,False
36,165.0,62.0,6.0,83.0,39.3,23.0,1.65,22.77318640955005,False,False,False,False,False
69,152.0,52.0,2.0,88.0,38.4,10.0,1.52,22.506925207756236,False,False,True,False,False
29,194.0,87.0,9.0,86.0,39.5,28.0,1.94,23.11616537357849,True,False,False,False,False
59,163.0,61.0,25.0,103.0,41.0,158.0,1.63,22.95908765854944,False,False,True,False,True
77,194.0,90.0,24.0,103.0,40.7,192.0,1.94,23.91327452439154,True,False,True,False,True
23,182.0,83.0,20.0,104.0,40.2,108.0,1.82,25.057360222195385,True,True,False,True,True
39,170.0,71.0,12.0,95.0,40.4,60.0,1.7,24.56747404844291,False,False,False,False,False
72,173.0,76.0,3.0,81.0,39.0,12.0,1.73,25.393431120318084,True,True,True,False,False
40,180.0,78.0,14.0,89.0,40.1,54.0,1.8,24.074074074074076,True,False,True,False,False
29,164.0,65.0,24.0,106.0,40.8,146.0,1.64,24.167162403331357,False,False,False,False,True
31,207.0,111.0,6.0,92.0,39.3,28.0,2.07,25.904921935167685,True,True,False,False,False
20,169.0,70.0,22.0,97.0,40.5,87.0,1.69,24.508945765204302,True,False,False,True,False
22,172.0,65.0,25.0,109.0,40.6,157.0,1.72,21.97133585722012,False,False,False,True,True
23,169.0,60.0,21.0,99.0,40.5,111.0,1.69,21.007667798746542,False,False,False,True,False
53,181.0,84.0,16.0,90.0,40.1,76.0,1.81,25.640242971826257,True,True,True,False,False
49,183.0,92.0,16.0,103.0,40.3,107.0,1.83,27.47170712771357,True,True,True,False,True
25,176.0,74.0,19.0,107.0,40.5,110.0,1.76,23.889462809917354,True,False,False,False,True
47,166.0,68.0,27.0,103.0,40.9,163.0,1.66,24.677021338365517,False,False,True,False,True
63,153.0,55.0,16.0,104.0,40.1,106.0,1.53,23.49523687470631,False,False,True,False,True
46,185.0,90.0,17.0,95.0,40.1,90.0,1.85,26.29656683710737,True,True,True,False,False
20,158.0,55.0,20.0,105.0,40.5,119.0,1.58,22.031725684986377,False,False,False,True,True
52,154.0,60.0,21.0,102.0,40.4,129.0,1.54,25.2993759487266,False,True,True,False,True
29,171.0,71.0,9.0,89.0,40.0,38.0,1.71,24.28097534284053,False,False,False,False,False
30,144.0,42.0,24.0,105.0,41.0,151.0,1.44,20.25462962962963,False,False,False,False,True
40,171.0,65.0,20.0,101.0,40.7,115.0,1.71,22.229061933586404,False,False,True,False,True
64,186.0,85.0,26.0,106.0,40.9,167.0,1.86,24.56931437160365,False,False,True,False,True
28,189.0,86.0,22.0,104.0,40.7,122.0,1.89,24.075473810923548,False,False,False,False,True
21,193.0,94.0,10.0,90.0,39.9,34.0,1.93,25.23557679400789,True,True,False,True,False
61,173.0,69.0,14.0,91.0,40.2,70.0,1.73,23.054562464499316,False,False,True,False,False
73,177.0,75.0,2.0,87.0,38.5,9.0,1.77,23.93948099205209,False,False,True,False,False
64,177.0,81.0,7.0,85.0,39.8,31.0,1.77,25.854639471416256,True,True,True,False,False
30,150.0,54.0,7.0,88.0,39.3,30.0,1.5,24.0,False,False,False,False,False
49,152.0,53.0,26.0,104.0,40.7,166.0,1.52,22.93975069252077,False,False,True,False,True
51,169.0,67.0,23.0,97.0,40.5,126.0,1.69,23.458562375266972,False,False,True,False,False
33,155.0,57.0,12.0,102.0,40.0,70.0,1.55,23.725286160249738,False,False,False,False,True
68,158.0,58.0,14.0,85.0,40.2,65.0,1.58,23.233456176894723,False,False,True,False,False
33,185.0,91.0,12.0,94.0,40.1,55.0,1.85,26.588750913075238,True,True,False,False,False
30,159.0,60.0,16.0,89.0,40.4,69.0,1.59,23.73323840037973,False,False,False,False,False
57,175.0,74.0,15.0,94.0,40.4,77.0,1.75,24.163265306122447,False,False,True,False,False
21,165.0,65.0,24.0,106.0,40.7,142.0,1.65,23.875114784205696,False,False,False,True,True
28,188.0,84.0,22.0,105.0,40.8,128.0,1.88,23.766410140334997,True,False,False,False,True
37,173.0,79.0,26.0,107.0,40.8,168.0,1.73,26.395803401383272,True,True,False,False,True
60,171.0,71.0,30.0,115.0,40.9,225.0,1.71,24.28097534284053,False,False,True,False,True
21,162.0,63.0,8.0,91.0,39.8,35.0,1.62,24.00548696844993,False,False,False,True,False
55,164.0,60.0,8.0,80.0,39.7,31.0,1.64,22.308149910767405,False,False,True,False,False
38,171.0,65.0,2.0,82.0,37.8,7.0,1.71,22.229061933586404,False,False,False,False,False
53,182.0,89.0,14.0,92.0,40.1,73.0,1.82,26.86873565994445,True,True,True,False,False
44,168.0,66.0,25.0,110.0,40.7,169.0,1.68,23.384353741496604,False,False,True,False,True
20,150.0,53.0,3.0,77.0,38.6,9.0,1.5,23.55555555555556,False,False,False,True,False
37,156.0,62.0,12.0,87.0,39.9,51.0,1.56,25.476660092044707,False,True,False,False,False
48,181.0,74.0,26.0,102.0,40.9,152.0,1.81,22.587833094227893,False,False,True,False,True
28,173.0,73.0,20.0,104.0,40.2,109.0,1.73,24.3910588392529,True,False,False,False,True
38,169.0,70.0,16.0,100.0,39.9,88.0,1.69,24.508945765204302,False,False,False,False,True
56,169.0,65.0,26.0,100.0,40.9,154.0,1.69,22.758306781975424,False,False,True,False,True
24,170.0,66.0,3.0,88.0,38.8,12.0,1.7,22.837370242214536,False,False,False,True,False
22,181.0,72.0,30.0,111.0,40.6,192.0,1.81,21.97735111870822,False,False,False,True,True
69,184.0,87.0,18.0,91.0,40.0,104.0,1.84,25.697069943289225,True,True,True,False,False
41,160.0,62.0,4.0,83.0,39.0,15.0,1.6,24.21875,False,False,True,False,False
67,155.0,60.0,20.0,101.0,40.6,132.0,1.55,24.97398543184183,True,False,True,False,True
20,152.0,54.0,17.0,94.0,40.3,81.0,1.52,23.37257617728532,False,False,False,True,False
25,179.0,83.0,4.0,84.0,38.9,10.0,1.79,25.90431010268094,True,True,False,False,False
26,185.0,76.0,23.0,97.0,40.7,113.0,1.85,22.205989773557334,False,False,False,False,False
24,166.0,70.0,9.0,91.0,39.6,29.0,1.66,25.402816083611555,True,True,False,True,False
72,183.0,89.0,5.0,79.0,39.0,21.0,1.83,26.575890590940304,True,True,True,False,False
59,177.0,78.0,19.0,97.0,40.1,104.0,1.77,24.897060231734173,False,False,True,False,False
46,195.0,93.0,17.0,103.0,40.4,112.0,1.95,24.45759368836292,True,False,True,False,True
53,173.0,77.0,11.0,90.0,39.7,51.0,1.73,25.72755521400648,True,True,True,False,False
29,186.0,87.0,23.0,104.0,40.6,133.0,1.86,25.14741588622962,True,True,False,False,True
40,189.0,92.0,26.0,116.0,40.9,214.0,1.89,25.755158030290307,True,True,True,False,True
32,155.0,56.0,27.0,107.0,40.4,172.0,1.55,23.30905306971904,False,False,False,False,True
48,176.0,76.0,21.0,92.0,40.3,100.0,1.76,24.535123966942148,False,False,True,False,False
69,170.0,65.0,10.0,91.0,39.6,52.0,1.7,22.49134948096886,False,False,True,False,False
21,158.0,58.0,11.0,88.0,40.0,45.0,1.58,23.233456176894723,False,False,False,True,False
43,150.0,54.0,23.0,106.0,40.7,149.0,1.5,24.0,False,False,True,False,True
49,168.0,63.0,22.0,96.0,40.7,119.0,1.68,22.321428571428577,False,False,True,False,False
63,184.0,91.0,18.0,98.0,40.6,119.0,1.84,26.87854442344045,True,True,True,False,False
54,199.0,97.0,11.0,96.0,39.9,66.0,1.99,24.4943309512386,True,False,True,False,False
54,187.0,85.0,26.0,96.0,40.7,149.0,1.87,24.307243558580453,True,False,True,False,False
56,167.0,71.0,15.0,95.0,39.9,81.0,1.67,25.458065904119906,True,True,True,False,False
50,181.0,86.0,4.0,87.0,38.9,17.0,1.81,26.25072494734593,True,True,True,False,False
24,150.0,53.0,4.0,87.0,38.8,16.0,1.5,23.55555555555556,False,False,False,True,False
38,206.0,111.0,16.0,97.0,40.4,91.0,2.06,26.157036478461684,True,True,False,False,False
26,167.0,69.0,16.0,98.0,40.2,82.0,1.67,24.740937287102444,False,False,False,False,False
28,182.0,87.0,29.0,104.0,40.8,167.0,1.82,26.26494384736143,True,True,False,False,True
54,138.0,41.0,30.0,113.0,41.1,228.0,1.38,21.52909052720017,False,False,True,False,True
27,147.0,52.0,13.0,87.0,39.9,54.0,1.47,24.06404738766255,False,False,False,False,False
67,176.0,78.0,27.0,101.0,40.8,188.0,1.76,25.180785123966945,True,True,True,False,True
27,160.0,56.0,18.0,111.0,40.4,121.0,1.6,21.875,False,False,False,False,True
74,171.0,74.0,1.0,83.0,37.8,4.0,1.71,25.3069320474676,False,True,True,False,False
38,171.0,72.0,30.0,111.0,40.9,209.0,1.71,24.62296091104956,True,False,False,False,True
30,168.0,64.0,4.0,90.0,39.0,18.0,1.68,22.67573696145125,False,False,False,False,False
67,167.0,70.0,14.0,93.0,39.9,74.0,1.67,25.099501595611173,False,True,True,False,False
35,192.0,94.0,20.0,105.0,40.5,128.0,1.92,25.499131944444446,True,True,False,False,True
34,194.0,98.0,7.0,84.0,39.2,23.0,1.94,26.03889892655968,True,True,False,False,False
26,163.0,65.0,14.0,92.0,40.2,63.0,1.63,24.46460160337235,False,False,False,False,False
23,187.0,87.0,16.0,92.0,40.4,59.0,1.87,24.879178701135288,True,False,False,True,False
56,185.0,90.0,25.0,105.0,40.5,183.0,1.85,26.29656683710737,True,True,True,False,True
69,160.0,60.0,24.0,104.0,40.9,159.0,1.6,23.4375,False,False,True,False,True
53,183.0,85.0,24.0,105.0,40.8,169.0,1.83,25.38146854190928,True,True,True,False,True
36,163.0,59.0,4.0,83.0,38.9,15.0,1.63,22.20633068613798,False,False,False,False,False
75,168.0,65.0,10.0,84.0,39.6,45.0,1.68,23.030045351473927,True,False,True,False,False
22,167.0,64.0,13.0,93.0,39.8,59.0,1.67,22.948115744558788,False,False,False,True,False
69,175.0,68.0,15.0,98.0,40.0,88.0,1.75,22.20408163265306,False,False,True,False,False
20,182.0,86.0,4.0,86.0,38.6,10.0,1.82,25.96304794106992,True,True,False,True,False
63,161.0,57.0,2.0,86.0,38.7,9.0,1.61,21.98989236526368,False,False,True,False,False
23,173.0,69.0,24.0,105.0,40.8,139.0,1.73,23.054562464499316,False,False,False,True,True
44,183.0,87.0,27.0,104.0,40.7,176.0,1.83,25.97867956642479,True,True,True,False,True
36,168.0,69.0,13.0,101.0,39.9,73.0,1.68,24.44727891156463,False,False,False,False,True
63,193.0,99.0,7.0,87.0,39.7,36.0,1.93,26.577894708582782,True,True,True,False,False
78,209.0,112.0,4.0,85.0,38.6,23.0,2.09,25.64043863464665,True,True,True,False,False
52,157.0,59.0,29.0,111.0,40.8,206.0,1.57,23.93606231490121,False,False,True,False,True
57,161.0,61.0,23.0,102.0,40.5,143.0,1.61,23.53304270668569,False,False,True,False,True
65,160.0,60.0,1.0,79.0,37.9,4.0,1.6,23.4375,False,False,True,False,False
27,160.0,58.0,8.0,86.0,39.5,32.0,1.6,22.65625,False,False,False,False,False
60,175.0,83.0,5.0,87.0,39.4,23.0,1.75,27.10204081632653,True,True,True,False,False
69,190.0,96.0,4.0,93.0,38.8,25.0,1.9,26.59279778393352,True,True,True,False,False
21,174.0,65.0,20.0,110.0,40.7,127.0,1.74,21.469150482230148,False,False,False,True,True
28,185.0,86.0,23.0,107.0,40.5,142.0,1.85,25.127830533235937,True,True,False,False,True
22,171.0,63.0,28.0,107.0,40.8,170.0,1.71,21.545090797168363,False,False,False,True,True
75,169.0,66.0,29.0,102.0,40.8,187.0,1.69,23.1084345786212,False,False,True,False,True
22,181.0,81.0,28.0,111.0,40.8,179.0,1.81,24.724520008546747,True,False,False,True,True
27,157.0,54.0,10.0,92.0,40.2,47.0,1.57,21.907582457706194,False,False,False,False,False
26,170.0,73.0,10.0,85.0,39.9,37.0,1.7,25.25951557093426,False,True,False,False,False
25,185.0,83.0,16.0,105.0,40.3,90.0,1.85,24.25127830533236,False,False,False,False,True
52,157.0,56.0,26.0,110.0,40.8,183.0,1.57,22.7189744005842,False,False,True,False,True
46,169.0,67.0,8.0,84.0,39.8,32.0,1.69,23.458562375266972,False,False,True,False,False
43,184.0,87.0,23.0,106.0,40.6,156.0,1.84,25.697069943289225,True,True,True,False,True
30,164.0,61.0,4.0,86.0,39.0,16.0,1.64,22.679952409280197,False,False,False,False,False
62,191.0,94.0,17.0,96.0,39.9,108.0,1.91,25.766837531865903,True,True,True,False,False
36,179.0,77.0,23.0,110.0,40.7,157.0,1.79,24.031709372366656,True,False,False,False,True
31,170.0,67.0,22.0,108.0,40.6,139.0,1.7,23.18339100346021,False,False,False,False,True
21,178.0,83.0,7.0,91.0,39.3,24.0,1.78,26.19618735008206,True,True,False,True,False
61,175.0,78.0,8.0,82.0,39.4,31.0,1.75,25.46938775510204,False,True,True,False,False
28,160.0,53.0,15.0,105.0,39.9,92.0,1.6,20.703125,False,False,False,False,True
30,164.0,66.0,1.0,67.0,38.1,2.0,1.64,24.538964901844142,False,False,False,False,False
70,189.0,87.0,12.0,88.0,40.3,64.0,1.89,24.35542118081801,True,False,True,False,False
66,176.0,81.0,8.0,89.0,39.9,41.0,1.76,26.14927685950413,True,True,True,False,False
51,173.0,72.0,29.0,107.0,41.1,188.0,1.73,24.0569347455645,False,False,True,False,True
20,132.0,41.0,5.0,85.0,39.3,20.0,1.32,23.5307621671258,False,False,False,True,False
26,171.0,67.0,18.0,93.0,40.7,64.0,1.71,22.91303307000445,True,False,False,False,False
24,169.0,65.0,8.0,95.0,39.5,38.0,1.69,22.758306781975424,False,False,False,True,False
62,203.0,108.0,3.0,86.0,38.2,15.0,2.03,26.20786721347279,True,True,True,False,False
37,192.0,97.0,27.0,103.0,40.7,169.0,1.92,26.31293402777778,True,True,False,False,True
28,155.0,53.0,26.0,107.0,40.9,165.0,1.55,22.060353798126947,False,False,False,False,True
22,174.0,76.0,15.0,93.0,40.6,53.0,1.74,25.102391333069097,True,True,False,True,False
30,170.0,65.0,5.0,75.0,39.3,14.0,1.7,22.49134948096886,False,False,False,False,False
37,195.0,102.0,1.0,76.0,37.7,2.0,1.95,26.824457593688365,True,True,False,False,False
52,165.0,68.0,12.0,91.0,40.2,58.0,1.65,24.977043158861346,False,False,True,False,False
45,195.0,100.0,8.0,99.0,39.7,49.0,1.95,26.298487836949377,True,True,True,False,False
73,152.0,52.0,19.0,98.0,40.4,117.0,1.52,22.506925207756236,False,False,True,False,False
38,178.0,77.0,14.0,82.0,40.5,49.0,1.78,24.30248705971468,False,False,False,False,False
75,184.0,89.0,22.0,97.0,40.7,154.0,1.84,26.28780718336484,True,True,True,False,False
40,199.0,96.0,19.0,92.0,40.5,89.0,1.99,24.24181207545264,True,False,True,False,False
27,164.0,63.0,22.0,102.0,40.9,124.0,1.64,23.423557406305772,False,False,False,False,True
56,185.0,93.0,5.0,81.0,39.0,19.0,1.85,27.173119065010955,True,True,True,False,False
35,177.0,71.0,8.0,95.0,39.7,39.0,1.77,22.66270867247598,False,False,False,False,False
21,160.0,55.0,3.0,81.0,38.7,10.0,1.6,21.484375,False,False,False,True,False
23,169.0,73.0,15.0,86.0,39.9,56.0,1.69,25.55932915514163,False,True,False,True,False
24,167.0,63.0,24.0,97.0,40.6,121.0,1.67,22.58955143605005,False,False,False,True,False
40,181.0,79.0,20.0,97.0,40.5,102.0,1.81,24.114038033027075,False,False,True,False,False
28,172.0,63.0,1.0,81.0,37.7,3.0,1.72,21.29529475392104,False,False,False,False,False
39,164.0,61.0,17.0,95.0,40.4,87.0,1.64,22.679952409280197,False,False,False,False,False
34,159.0,63.0,8.0,96.0,39.7,41.0,1.59,24.91990032039872,False,False,False,False,False
63,159.0,59.0,29.0,106.0,40.8,196.0,1.59,23.337684427040067,False,False,True,False,True
38,185.0,88.0,23.0,108.0,40.3,158.0,1.85,25.712198685171657,True,True,False,False,True
59,176.0,80.0,7.0,89.0,39.4,34.0,1.76,25.826446280991732,True,True,True,False,False
22,144.0,46.0,22.0,99.0,40.7,120.0,1.44,22.18364197530864,False,False,False,True,False
25,171.0,75.0,28.0,102.0,40.8,141.0,1.71,25.64891761567662,True,True,False,False,True
38,169.0,78.0,6.0,97.0,39.5,30.0,1.69,27.309968138370508,True,True,False,False,False
30,170.0,67.0,14.0,94.0,40.2,67.0,1.7,23.18339100346021,False,False,False,False,False
57,209.0,120.0,26.0,105.0,41.0,208.0,2.09,27.471898537121408,True,True,True,False,True
48,156.0,54.0,23.0,106.0,40.4,151.0,1.56,22.189349112426036,False,False,True,False,True
45,160.0,61.0,13.0,102.0,40.1,78.0,1.6,23.828125,False,False,True,False,True
77,202.0,103.0,17.0,92.0,40.1,113.0,2.02,25.24262327222821,True,True,True,False,False
42,161.0,64.0,2.0,85.0,38.2,8.0,1.61,24.690405462752206,False,False,True,False,False
23,156.0,55.0,14.0,86.0,40.3,56.0,1.56,22.600262984878366,False,False,False,True,False
37,160.0,59.0,9.0,95.0,39.9,46.0,1.6,23.046875,False,False,False,False,False
22,169.0,67.0,8.0,90.0,39.3,34.0,1.69,23.458562375266972,False,False,False,True,False
36,182.0,82.0,8.0,90.0,39.5,31.0,1.82,24.755464315903875,True,False,False,False,False
21,187.0,81.0,16.0,89.0,40.2,62.0,1.87,23.163373273470786,False,False,False,True,False
62,178.0,73.0,8.0,84.0,39.6,34.0,1.78,23.04002019946976,False,False,True,False,False
41,164.0,60.0,11.0,91.0,39.8,52.0,1.64,22.308149910767405,False,False,True,False,False
57,167.0,63.0,21.0,100.0,40.5,125.0,1.67,22.58955143605005,False,False,True,False,True
31,157.0,57.0,10.0,95.0,40.0,50.0,1.57,23.124670372023203,False,False,False,False,False
35,155.0,54.0,17.0,101.0,40.4,99.0,1.55,22.476586888657646,False,False,False,False,True
54,185.0,78.0,13.0,93.0,40.0,64.0,1.85,22.79035792549306,False,False,True,False,False
37,164.0,67.0,19.0,89.0,40.1,83.0,1.64,24.91076740035693,False,False,False,False,False
38,191.0,87.0,3.0,82.0,38.7,9.0,1.91,23.84803048162057,True,False,False,False,False
26,165.0,60.0,17.0,95.0,40.4,84.0,1.65,22.03856749311295,False,False,False,False,False
78,159.0,59.0,8.0,88.0,39.8,41.0,1.59,23.337684427040067,False,False,True,False,False
62,161.0,57.0,27.0,98.0,40.6,160.0,1.61,21.98989236526368,False,False,True,False,False
21,152.0,50.0,1.0,86.0,37.3,4.0,1.52,21.641274238227147,False,False,False,True,False
77,183.0,84.0,9.0,88.0,39.9,51.0,1.83,25.082863029651524,True,True,True,False,False
28,162.0,61.0,12.0,92.0,39.9,55.0,1.62,23.243408017070564,False,False,False,False,False
20,170.0,72.0,29.0,113.0,40.9,185.0,1.7,24.913494809688583,True,False,False,True,True
45,187.0,89.0,8.0,82.0,39.6,26.0,1.87,25.45111384369012,True,True,True,False,False
35,170.0,64.0,24.0,102.0,40.6,138.0,1.7,22.145328719723185,False,False,False,False,True
49,188.0,85.0,22.0,106.0,40.8,154.0,1.88,24.049343594386603,True,False,True,False,True
75,148.0,51.0,30.0,104.0,40.9,206.0,1.48,23.283418553688826,False,False,True,False,True
58,151.0,55.0,24.0,104.0,40.3,156.0,1.51,24.121749046094468,False,False,True,False,True
44,158.0,54.0,12.0,100.0,40.1,70.0,1.58,21.63114885435026,False,False,True,False,True
53,181.0,79.0,15.0,98.0,40.2,88.0,1.81,24.114038033027075,True,False,True,False,False
35,166.0,63.0,13.0,101.0,39.8,74.0,1.66,22.8625344752504,False,False,False,False,True
32,158.0,60.0,17.0,105.0,40.0,104.0,1.58,24.03460983816696,False,False,False,False,True
21,160.0,56.0,11.0,84.0,39.9,41.0,1.6,21.875,False,False,False,True,False
70,178.0,81.0,8.0,93.0,39.5,42.0,1.78,25.5649539199596,False,True,True,False,False
78,179.0,80.0,21.0,100.0,40.5,155.0,1.79,24.9680097375238,True,False,True,False,True
37,167.0,67.0,26.0,108.0,40.7,166.0,1.67,24.023808670084986,False,False,False,False,True
20,179.0,78.0,15.0,88.0,40.3,41.0,1.79,24.343809494085704,True,False,False,True,False
23,157.0,54.0,30.0,112.0,40.9,203.0,1.57,21.907582457706194,False,False,False,True,True
46,176.0,83.0,16.0,98.0,39.9,90.0,1.76,26.794938016528928,True,True,True,False,False
22,161.0,63.0,1.0,73.0,37.5,2.0,1.61,24.3046178773967,False,False,False,True,False
54,183.0,83.0,14.0,101.0,40.2,90.0,1.83,24.78425751739377,True,False,True,False,True
22,196.0,97.0,14.0,94.0,40.0,58.0,1.96,25.249895876718035,True,True,False,True,False
35,151.0,57.0,21.0,99.0,40.4,116.0,1.51,24.998903556861546,False,False,False,False,False
46,162.0,66.0,7.0,92.0,39.4,34.0,1.62,25.14860539551897,False,True,True,False,False
22,191.0,93.0,14.0,98.0,40.2,65.0,1.91,25.492722238973712,True,True,False,True,False
65,158.0,58.0,24.0,105.0,40.8,161.0,1.58,23.233456176894723,False,False,True,False,True
35,179.0,77.0,25.0,105.0,40.6,150.0,1.79,24.031709372366656,True,False,False,False,True
45,193.0,93.0,2.0,87.0,38.4,8.0,1.93,24.967113211092915,True,False,True,False,False
33,163.0,63.0,27.0,102.0,40.6,155.0,1.63,23.711844630960897,False,False,False,False,True
78,189.0,90.0,28.0,104.0,41.1,230.0,1.89,25.195263290501387,True,True,True,False,True
77,161.0,63.0,28.0,106.0,40.9,195.0,1.61,24.3046178773967,False,False,True,False,True
24,166.0,64.0,25.0,106.0,40.8,150.0,1.66,23.225431847873423,False,False,False,True,True
55,193.0,100.0,21.0,100.0,40.6,141.0,1.93,26.84635829149776,True,True,True,False,True
59,177.0,83.0,19.0,104.0,41.0,136.0,1.77,26.493025631204315,True,True,True,False,True
33,191.0,97.0,14.0,94.0,40.1,66.0,1.91,26.589183410542475,True,True,False,False,False
75,178.0,76.0,6.0,90.0,39.2,30.0,1.78,23.98687034465345,False,False,True,False,False
31,158.0,53.0,10.0,91.0,40.0,47.0,1.58,21.230572023714146,False,False,False,False,False
31,196.0,95.0,23.0,100.0,40.9,125.0,1.96,24.7292794668888,True,False,False,False,True
37,172.0,72.0,14.0,97.0,40.3,67.0,1.72,24.337479718766904,True,False,False,False,False
45,177.0,79.0,24.0,104.0,40.5,153.0,1.77,25.2162533116282,True,True,True,False,True
42,160.0,54.0,25.0,106.0,41.1,161.0,1.6,21.09375,False,False,True,False,True
46,179.0,79.0,20.0,104.0,40.4,129.0,1.79,24.65590961580475,True,False,True,False,True
20,180.0,82.0,11.0,92.0,40.1,38.0,1.8,25.30864197530864,True,True,False,True,False
25,184.0,77.0,10.0,83.0,39.7,22.0,1.84,22.743383742911156,True,False,False,False,False
21,165.0,59.0,27.0,113.0,40.7,183.0,1.65,21.6712580348944,False,False,False,True,True
44,169.0,67.0,24.0,88.0,40.9,105.0,1.69,23.458562375266972,False,False,True,False,False
59,149.0,55.0,2.0,77.0,38.3,7.0,1.49,24.77365884419621,False,False,True,False,False
56,150.0,51.0,6.0,88.0,39.3,29.0,1.5,22.666666666666668,False,False,True,False,False
25,155.0,55.0,18.0,95.0,40.8,89.0,1.55,22.892819979188346,False,False,False,False,False
29,187.0,82.0,15.0,97.0,40.1,69.0,1.87,23.449340844748203,True,False,False,False,False
34,159.0,57.0,5.0,89.0,39.2,22.0,1.59,22.54657648036074,False,False,False,False,False
71,185.0,93.0,24.0,102.0,40.9,183.0,1.85,27.173119065010955,True,True,True,False,True
41,183.0,83.0,11.0,96.0,39.8,56.0,1.83,24.78425751739377,True,False,True,False,False
32,178.0,77.0,29.0,112.0,40.5,201.0,1.78,24.30248705971468,True,False,False,False,True
35,164.0,68.0,4.0,79.0,38.8,8.0,1.64,25.282569898869724,True,True,False,False,False
66,183.0,86.0,15.0,94.0,40.3,91.0,1.83,25.68007405416704,True,True,True,False,False
20,165.0,63.0,23.0,111.0,40.7,149.0,1.65,23.1404958677686,False,False,False,True,True
27,170.0,66.0,5.0,82.0,39.1,17.0,1.7,22.837370242214536,False,False,False,False,False
47,165.0,67.0,6.0,89.0,39.5,27.0,1.65,24.6097337006428,False,False,True,False,False
44,174.0,67.0,8.0,87.0,39.9,34.0,1.74,22.12973972783723,False,False,True,False,False
30,158.0,57.0,29.0,117.0,40.7,214.0,1.58,22.832879346258608,False,False,False,False,True
55,177.0,77.0,9.0,90.0,39.7,42.0,1.77,24.577867151840145,False,False,True,False,False
55,192.0,96.0,24.0,97.0,40.8,148.0,1.92,26.041666666666668,True,True,True,False,False
79,153.0,59.0,16.0,94.0,40.5,92.0,1.53,25.20398137468495,False,True,True,False,False
75,171.0,73.0,22.0,97.0,40.6,146.0,1.71,24.96494647925858,True,False,True,False,False
52,160.0,57.0,25.0,105.0,40.7,162.0,1.6,22.265625,False,False,True,False,True
50,183.0,91.0,15.0,108.0,40.0,112.0,1.83,27.173101615455817,True,True,True,False,True
67,180.0,88.0,15.0,100.0,40.2,106.0,1.8,27.160493827160494,True,True,True,False,True
20,200.0,102.0,23.0,101.0,40.7,120.0,2.0,25.5,True,True,False,True,True
26,169.0,70.0,19.0,99.0,40.6,99.0,1.69,24.508945765204302,False,False,False,False,False
23,166.0,71.0,21.0,105.0,40.2,111.0,1.66,25.76571345623458,True,True,False,True,True
33,166.0,62.0,6.0,90.0,39.3,27.0,1.66,22.49963710262738,False,False,False,False,False
29,165.0,58.0,9.0,84.0,39.5,34.0,1.65,21.30394857667585,False,False,False,False,False
31,188.0,96.0,21.0,94.0,40.6,96.0,1.88,27.16161158895428,True,True,False,False,False
48,193.0,96.0,21.0,102.0,40.4,139.0,1.93,25.77250395983785,True,True,True,False,True
59,193.0,94.0,24.0,101.0,40.8,166.0,1.93,25.23557679400789,True,True,True,False,True
78,179.0,93.0,1.0,79.0,37.6,5.0,1.79,29.025311319871417,True,True,True,False,False
45,161.0,60.0,4.0,84.0,38.7,16.0,1.61,23.147255121330197,False,False,True,False,False
71,165.0,60.0,12.0,93.0,40.1,66.0,1.65,22.03856749311295,False,False,True,False,False
31,178.0,80.0,27.0,107.0,40.7,167.0,1.78,25.24933720489837,True,True,False,False,True
46,147.0,50.0,8.0,83.0,39.4,33.0,1.47,23.13850710352168,False,False,True,False,False
28,163.0,64.0,14.0,98.0,40.4,73.0,1.63,24.088223117166624,False,False,False,False,False
32,160.0,57.0,27.0,110.0,40.7,180.0,1.6,22.265625,False,False,False,False,True
31,182.0,76.0,1.0,84.0,37.5,3.0,1.82,22.94408887815481,True,False,False,False,False
